product_id,sku,title,slug,brand,category,subcategory,price,discounted_price,currency,description,image_url,image_filename,available_countries,stock,is_available,tags,gender,color,size,material,rating,num_reviews,popularity_score,weight_kg,dimensions_cm,manufactured_date,genre
2000011,NIK-00011,Nike Footwear Max 994,nike-footwear-max-994,Nike,Footwear / Activewear,Footwear,178.97,128.64,USD,Nike Footwear Max 994: High-quality Footwear / Activewear product by Nike. Comfortable.,https://picsum.photos/seed/nike-footwear-max-994/1200/1200,nike-footwear-max-994.jpg,"UK,CA",274,True,"outdoor,running,leather",Unisex,Grey,9,Cotton,4.7,617,71,3.02,40x11x4,09-10-2025,
2000012,NIK-00012,Nike Footwear Edition 242,nike-footwear-edition-242,Nike,Footwear / Activewear,Footwear,388.53,359.09,USD,Nike Footwear Edition 242: High-quality Footwear / Activewear product by Nike. Durable.,https://picsum.photos/seed/nike-footwear-edition-242/1200/1200,nike-footwear-edition-242.jpg,"DE,CA",246,True,"leather,daily,urban",Unisex,Blue,8,Mesh,5,2172,100,2.76,23x32x36,09-10-2025,
2000013,NIK-00013,Nike Footwear 2025 2537,nike-footwear-2025-2537,Nike,Footwear / Activewear,Footwear,100.26,67.8,USD,Nike Footwear 2025 2537: High-quality Footwear / Activewear product by Nike. Comfortable.,https://picsum.photos/seed/nike-footwear-2025-2537/1200/1200,nike-footwear-2025-2537.jpg,AU,160,True,"casual,sport,travel",Men,Olive,10,Polyester,3.1,4160,58,0.69,43x9x16,09-10-2025,
2000014,NIK-00014,Nike Footwear X 1965,nike-footwear-x-1965,Nike,Footwear / Activewear,Footwear,378.39,302.48,USD,Nike Footwear X 1965: High-quality Footwear / Activewear product by Nike. Stylish.,https://picsum.photos/seed/nike-footwear-x-1965/1200/1200,nike-footwear-x-1965.jpg,FR,41,True,"daily,office,travel",Women,Olive,Free Size,Denim,3.4,2573,57,1.42,47x46x20,09-10-2025,
2000015,NIK-00015,Nike Footwear 2025 5181,nike-footwear-2025-5181,Nike,Footwear / Activewear,Footwear,373.74,346.65,USD,Nike Footwear 2025 5181: High-quality Footwear / Activewear product by Nike. Comfortable.,https://picsum.photos/seed/nike-footwear-2025-5181/1200/1200,nike-footwear-2025-5181.jpg,"FR,CA,US,AU",275,True,"leather,portable,budget",Unisex,Brown,M,Cotton,3.7,1292,60,1.92,24x44x34,09-10-2025,
2000016,NIK-00016,Nike Footwear Pro 9087,nike-footwear-pro-9087,Nike,Footwear / Activewear,Footwear,140.77,117.15,USD,Nike Footwear Pro 9087: High-quality Footwear / Activewear product by Nike. Durable.,https://picsum.photos/seed/nike-footwear-pro-9087/1200/1200,nike-footwear-pro-9087.jpg,"US,CA,FR",79,True,"portable,budget,travel",Unisex,Brown,XL,Denim,4,2057,88,2.97,10x45x28,09-10-2025,
2000017,NIK-00017,Nike Footwear Sport 723,nike-footwear-sport-723,Nike,Footwear / Activewear,Footwear,31.31,27.24,USD,Nike Footwear Sport 723: High-quality Footwear / Activewear product by Nike. Lightweight.,https://picsum.photos/seed/nike-footwear-sport-723/1200/1200,nike-footwear-sport-723.jpg,"AU,DE",282,True,"daily,portable,sport",Unisex,White,L,Canvas,3.1,3024,67,0.56,13x7x20,09-10-2025,
2000018,NIK-00018,Nike Footwear Lite 654,nike-footwear-lite-654,Nike,Footwear / Activewear,Footwear,362.6,244.22,USD,Nike Footwear Lite 654: High-quality Footwear / Activewear product by Nike. Durable.,https://picsum.photos/seed/nike-footwear-lite-654/1200/1200,nike-footwear-lite-654.jpg,IN,399,True,"daily,travel,gaming",Unisex,Red,L,Polyester,4.8,203,57,3.24,55x31x16,09-10-2025,
2000019,NIK-00019,Nike Footwear Sport 2609,nike-footwear-sport-2609,Nike,Footwear / Activewear,Footwear,321.33,204.96,USD,Nike Footwear Sport 2609: High-quality Footwear / Activewear product by Nike. Comfortable.,https://picsum.photos/seed/nike-footwear-sport-2609/1200/1200,nike-footwear-sport-2609.jpg,"UK,CA,DE,IN",156,True,"wireless,premium,sport",Women,Red,8,Resin,3.6,568,74,1.01,46x37x26,09-10-2025,
2000020,NIK-00020,Nike Footwear Edition 5426,nike-footwear-edition-5426,Nike,Footwear / Activewear,Footwear,377.52,241.75,USD,Nike Footwear Edition 5426: High-quality Footwear / Activewear product by Nike. Lightweight.,https://picsum.photos/seed/nike-footwear-edition-5426/1200/1200,nike-footwear-edition-5426.jpg,"FR,IN",19,True,"premium,travel,leather",Men,Brown,8,Synthetic,5,947,74,2.04,21x7x28,09-10-2025,
2000021,NIK-00021,Nike Footwear Pro 8519,nike-footwear-pro-8519,Nike,Footwear / Activewear,Footwear,372.46,293.67,USD,Nike Footwear Pro 8519: High-quality Footwear / Activewear product by Nike. Durable.,https://picsum.photos/seed/nike-footwear-pro-8519/1200/1200,nike-footwear-pro-8519.jpg,"DE,US,IN",319,True,"office,urban,daily",Unisex,Grey,10,Denim,4.3,2672,76,1.07,13x17x27,09-10-2025,
2000022,NIK-00022,Nike Footwear X 2852,nike-footwear-x-2852,Nike,Footwear / Activewear,Footwear,257.74,181.79,USD,Nike Footwear X 2852: High-quality Footwear / Activewear product by Nike. Stylish.,https://picsum.photos/seed/nike-footwear-x-2852/1200/1200,nike-footwear-x-2852.jpg,IN,146,True,"leather,urban,fitness",Women,Beige,34,Resin,3.9,3622,87,1.81,55x55x11,09-10-2025,
2000023,NIK-00023,Nike Footwear Max 4650,nike-footwear-max-4650,Nike,Footwear / Activewear,Footwear,220.72,181.33,USD,Nike Footwear Max 4650: High-quality Footwear / Activewear product by Nike. Lightweight.,https://picsum.photos/seed/nike-footwear-max-4650/1200/1200,nike-footwear-max-4650.jpg,CA,487,True,"wireless,office,budget",Unisex,Red,L,Mesh,3.1,3892,73,2.7,34x31x37,09-10-2025,
2000024,PUM-00024,Puma Footwear Eco 6292,puma-footwear-eco-6292,Puma,Footwear / Activewear,Footwear,212.92,145.93,USD,Puma Footwear Eco 6292: High-quality Footwear / Activewear product by Puma. Comfortable.,https://picsum.photos/seed/puma-footwear-eco-6292/1200/1200,puma-footwear-eco-6292.jpg,CA,217,True,"wireless,running,fitness",Women,Olive,9,Mesh,4.1,994,65,2.81,47x38x36,09-10-2025,
2000025,PUM-00025,Puma Footwear Lite 7252,puma-footwear-lite-7252,Puma,Footwear / Activewear,Footwear,256.68,218.63,USD,Puma Footwear Lite 7252: High-quality Footwear / Activewear product by Puma. Stylish.,https://picsum.photos/seed/puma-footwear-lite-7252/1200/1200,puma-footwear-lite-7252.jpg,"CA,FR,DE,UK",380,True,"urban,wireless,budget",Unisex,Grey,10,Metal,4.3,2249,75,2.51,20x22x22,09-10-2025,
2000026,PUM-00026,Puma Footwear Lite 8850,puma-footwear-lite-8850,Puma,Footwear / Activewear,Footwear,59.81,39.04,USD,Puma Footwear Lite 8850: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-lite-8850/1200/1200,puma-footwear-lite-8850.jpg,"AU,UK",32,True,"daily,leather,eco",Women,Navy,8,Mesh,3.4,3441,67,2.71,49x6x37,09-10-2025,
2000027,PUM-00027,Puma Footwear X 7815,puma-footwear-x-7815,Puma,Footwear / Activewear,Footwear,32.18,23.27,USD,Puma Footwear X 7815: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-x-7815/1200/1200,puma-footwear-x-7815.jpg,"FR,AU,CA,UK",249,True,"wireless,budget,leather",Men,Black,8,Resin,4.3,3312,94,2.95,13x44x35,09-10-2025,
2000028,PUM-00028,Puma Footwear Pro 6456,puma-footwear-pro-6456,Puma,Footwear / Activewear,Footwear,249,207.18,USD,Puma Footwear Pro 6456: High-quality Footwear / Activewear product by Puma. Comfortable.,https://picsum.photos/seed/puma-footwear-pro-6456/1200/1200,puma-footwear-pro-6456.jpg,"UK,DE,CA,US",133,True,"fitness,eco,premium",Men,Brown,Free Size,Plastic,3.6,3453,65,0.33,6x52x35,09-10-2025,
2000029,PUM-00029,Puma Footwear Pro 5734,puma-footwear-pro-5734,Puma,Footwear / Activewear,Footwear,112.96,70.49,USD,Puma Footwear Pro 5734: High-quality Footwear / Activewear product by Puma. Comfortable.,https://picsum.photos/seed/puma-footwear-pro-5734/1200/1200,puma-footwear-pro-5734.jpg,UK,102,True,"sport,travel,running",Unisex,Blue,9,Leather,4.1,1785,70,0.93,28x15x39,09-10-2025,
2000030,PUM-00030,Puma Footwear Max 2684,puma-footwear-max-2684,Puma,Footwear / Activewear,Footwear,386.95,246.81,USD,Puma Footwear Max 2684: High-quality Footwear / Activewear product by Puma. Comfortable.,https://picsum.photos/seed/puma-footwear-max-2684/1200/1200,puma-footwear-max-2684.jpg,"FR,AU,DE",203,True,"leather,casual,travel",Women,Red,M,Denim,4.7,4918,100,2.8,41x55x3,09-10-2025,
2000031,PUM-00031,Puma Footwear Lite 8729,puma-footwear-lite-8729,Puma,Footwear / Activewear,Footwear,188.5,137.55,USD,Puma Footwear Lite 8729: High-quality Footwear / Activewear product by Puma. Stylish.,https://picsum.photos/seed/puma-footwear-lite-8729/1200/1200,puma-footwear-lite-8729.jpg,"US,DE,AU",54,True,"daily,eco,office",Men,Blue,8,Polyester,4.5,2212,85,3.22,54x35x30,09-10-2025,
2000032,PUM-00032,Puma Footwear X 9708,puma-footwear-x-9708,Puma,Footwear / Activewear,Footwear,129.31,116.13,USD,Puma Footwear X 9708: High-quality Footwear / Activewear product by Puma. Comfortable.,https://picsum.photos/seed/puma-footwear-x-9708/1200/1200,puma-footwear-x-9708.jpg,"DE,UK,CA",291,True,"fitness,eco,sport",Men,Brown,L,Metal,3.4,2116,58,3.09,49x22x36,09-10-2025,
2000033,PUM-00033,Puma Footwear Pro 8465,puma-footwear-pro-8465,Puma,Footwear / Activewear,Footwear,380.78,239.88,USD,Puma Footwear Pro 8465: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-pro-8465/1200/1200,puma-footwear-pro-8465.jpg,"FR,UK,DE,CA",229,True,"sport,casual,budget",Unisex,Green,XL,Denim,4.3,3023,81,1.88,32x52x36,09-10-2025,
2000034,PUM-00034,Puma Footwear Lite 5765,puma-footwear-lite-5765,Puma,Footwear / Activewear,Footwear,290.06,201.54,USD,Puma Footwear Lite 5765: High-quality Footwear / Activewear product by Puma. Lightweight.,https://picsum.photos/seed/puma-footwear-lite-5765/1200/1200,puma-footwear-lite-5765.jpg,"US,AU",98,True,"office,casual,gaming",Women,Blue,XL,Cotton,4.5,2265,91,3.42,38x43x19,09-10-2025,
2000035,PUM-00035,Puma Footwear Max 3181,puma-footwear-max-3181,Puma,Footwear / Activewear,Footwear,139.61,101.4,USD,Puma Footwear Max 3181: High-quality Footwear / Activewear product by Puma. Lightweight.,https://picsum.photos/seed/puma-footwear-max-3181/1200/1200,puma-footwear-max-3181.jpg,AU,273,True,"budget,urban,sport",Unisex,Olive,One Size,Polyester,4.3,4021,71,0.09,23x35x31,09-10-2025,
2000036,PUM-00036,Puma Footwear 2025 5583,puma-footwear-2025-5583,Puma,Footwear / Activewear,Footwear,98.21,60.69,USD,Puma Footwear 2025 5583: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-2025-5583/1200/1200,puma-footwear-2025-5583.jpg,CA,33,True,"fitness,wireless,casual",Women,Black,L,Polyester,4.6,2489,64,0.91,40x53x27,09-10-2025,
2000037,PUM-00037,Puma Footwear Eco 8562,puma-footwear-eco-8562,Puma,Footwear / Activewear,Footwear,170.74,156.74,USD,Puma Footwear Eco 8562: High-quality Footwear / Activewear product by Puma. Lightweight.,https://picsum.photos/seed/puma-footwear-eco-8562/1200/1200,puma-footwear-eco-8562.jpg,"IN,FR,AU,US",312,True,"premium,fitness,urban",Women,Red,One Size,Leather,3.3,1423,59,0.59,31x33x39,09-10-2025,
2000038,PUM-00038,Puma Footwear 2025 4772,puma-footwear-2025-4772,Puma,Footwear / Activewear,Footwear,42.08,29.49,USD,Puma Footwear 2025 4772: High-quality Footwear / Activewear product by Puma. Lightweight.,https://picsum.photos/seed/puma-footwear-2025-4772/1200/1200,puma-footwear-2025-4772.jpg,"US,AU,UK,IN",403,True,"leather,urban,casual",Women,Red,34,Polyester,4.8,1165,58,0.62,24x43x37,09-10-2025,
2000039,PUM-00039,Puma Footwear Sport 7196,puma-footwear-sport-7196,Puma,Footwear / Activewear,Footwear,76.01,63.93,USD,Puma Footwear Sport 7196: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-sport-7196/1200/1200,puma-footwear-sport-7196.jpg,"FR,CA,DE",224,True,"running,travel,sport",Men,Brown,32,Denim,3.1,1875,72,2.93,41x42x2,09-10-2025,
2000040,PUM-00040,Puma Footwear Sport 9442,puma-footwear-sport-9442,Puma,Footwear / Activewear,Footwear,44.89,38.82,USD,Puma Footwear Sport 9442: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-sport-9442/1200/1200,puma-footwear-sport-9442.jpg,"IN,UK,FR,DE",325,True,"urban,casual,wireless",Men,Green,Free Size,Resin,4.3,1317,65,2.44,23x47x26,09-10-2025,
2000041,PUM-00041,Puma Footwear Edition 602,puma-footwear-edition-602,Puma,Footwear / Activewear,Footwear,198.29,140.8,USD,Puma Footwear Edition 602: High-quality Footwear / Activewear product by Puma. Lightweight.,https://picsum.photos/seed/puma-footwear-edition-602/1200/1200,puma-footwear-edition-602.jpg,CA,206,True,"sport,office,daily",Women,Navy,8,Mesh,3.4,2963,72,1.77,33x53x4,09-10-2025,
2000042,PUM-00042,Puma Footwear Eco 4376,puma-footwear-eco-4376,Puma,Footwear / Activewear,Footwear,233.21,215.65,USD,Puma Footwear Eco 4376: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-eco-4376/1200/1200,puma-footwear-eco-4376.jpg,"US,CA,FR,UK",363,True,"eco,budget,portable",Unisex,Olive,8,Leather,3.4,929,55,0.46,58x14x32,09-10-2025,
2000043,PUM-00043,Puma Footwear Sport 8338,puma-footwear-sport-8338,Puma,Footwear / Activewear,Footwear,291,216.92,USD,Puma Footwear Sport 8338: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-sport-8338/1200/1200,puma-footwear-sport-8338.jpg,"UK,DE,FR,CA",196,True,"leather,outdoor,travel",Women,Blue,M,Denim,4.5,3399,80,2.77,22x57x1,09-10-2025,
2000044,PUM-00044,Puma Footwear Sport 4892,puma-footwear-sport-4892,Puma,Footwear / Activewear,Footwear,339.87,272.91,USD,Puma Footwear Sport 4892: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-sport-4892/1200/1200,puma-footwear-sport-4892.jpg,"DE,FR",247,True,"gaming,eco,portable",Women,Green,9,Resin,4.7,1956,85,0.86,54x31x3,09-10-2025,
2000045,PUM-00045,Puma Footwear Lite 7750,puma-footwear-lite-7750,Puma,Footwear / Activewear,Footwear,290.93,257.18,USD,Puma Footwear Lite 7750: High-quality Footwear / Activewear product by Puma. Premium finish.,https://picsum.photos/seed/puma-footwear-lite-7750/1200/1200,puma-footwear-lite-7750.jpg,"DE,US",64,True,"office,daily,casual",Men,White,10,Metal,3,1180,49,2.31,14x9x31,09-10-2025,
2000046,PUM-00046,Puma Footwear Sport 5547,puma-footwear-sport-5547,Puma,Footwear / Activewear,Footwear,260.61,192.62,USD,Puma Footwear Sport 5547: High-quality Footwear / Activewear product by Puma. Comfortable.,https://picsum.photos/seed/puma-footwear-sport-5547/1200/1200,puma-footwear-sport-5547.jpg,"CA,AU,FR",194,True,"office,urban,gaming",Men,Olive,S,Synthetic,3.1,2354,76,2.63,32x11x7,09-10-2025,
2000047,REE-00047,Reebok Footwear 2025 2726,reebok-footwear-2025-2726,Reebok,Footwear / Activewear,Footwear,286.78,262.75,USD,Reebok Footwear 2025 2726: High-quality Footwear / Activewear product by Reebok. Comfortable.,https://picsum.photos/seed/reebok-footwear-2025-2726/1200/1200,reebok-footwear-2025-2726.jpg,"CA,US,IN",183,True,"gaming,leather,running",Unisex,Olive,8,Synthetic,4.4,1475,60,0.32,60x29x40,09-10-2025,
2000048,REE-00048,Reebok Footwear Eco 8154,reebok-footwear-eco-8154,Reebok,Footwear / Activewear,Footwear,367.75,239.07,USD,Reebok Footwear Eco 8154: High-quality Footwear / Activewear product by Reebok. Premium finish.,https://picsum.photos/seed/reebok-footwear-eco-8154/1200/1200,reebok-footwear-eco-8154.jpg,"DE,IN,US",460,True,"outdoor,urban,budget",Women,Olive,L,Leather,3.9,2830,94,1.08,32x49x17,09-10-2025,
2000049,REE-00049,Reebok Footwear 2025 4950,reebok-footwear-2025-4950,Reebok,Footwear / Activewear,Footwear,103.71,76.19,USD,Reebok Footwear 2025 4950: High-quality Footwear / Activewear product by Reebok. Premium finish.,https://picsum.photos/seed/reebok-footwear-2025-4950/1200/1200,reebok-footwear-2025-4950.jpg,UK,195,True,"gaming,travel,budget",Women,Grey,S,Plastic,3.5,4636,93,2.74,8x43x32,09-10-2025,
2000050,REE-00050,Reebok Footwear Sport 3771,reebok-footwear-sport-3771,Reebok,Footwear / Activewear,Footwear,254.61,184.16,USD,Reebok Footwear Sport 3771: High-quality Footwear / Activewear product by Reebok. Durable.,https://picsum.photos/seed/reebok-footwear-sport-3771/1200/1200,reebok-footwear-sport-3771.jpg,"AU,CA,UK",321,True,"premium,outdoor,office",Women,Black,One Size,Metal,3.1,2988,71,0.36,23x25x27,09-10-2025,
2000051,REE-00051,Reebok Footwear Classic 3290,reebok-footwear-classic-3290,Reebok,Footwear / Activewear,Footwear,78.9,62.24,USD,Reebok Footwear Classic 3290: High-quality Footwear / Activewear product by Reebok. Lightweight.,https://picsum.photos/seed/reebok-footwear-classic-3290/1200/1200,reebok-footwear-classic-3290.jpg,"CA,UK,IN",467,True,"urban,fitness,budget",Women,Brown,M,Metal,4.9,1153,92,0.83,48x51x26,09-10-2025,
2000052,REE-00052,Reebok Footwear Edition 5993,reebok-footwear-edition-5993,Reebok,Footwear / Activewear,Footwear,63.41,46.8,USD,Reebok Footwear Edition 5993: High-quality Footwear / Activewear product by Reebok. Lightweight.,https://picsum.photos/seed/reebok-footwear-edition-5993/1200/1200,reebok-footwear-edition-5993.jpg,DE,188,True,"portable,travel,leather",Women,Brown,M,Cotton,3.9,4599,79,2.15,46x9x30,09-10-2025,
2000053,REE-00053,Reebok Footwear Sport 6690,reebok-footwear-sport-6690,Reebok,Footwear / Activewear,Footwear,73.17,45.06,USD,Reebok Footwear Sport 6690: High-quality Footwear / Activewear product by Reebok. Comfortable.,https://picsum.photos/seed/reebok-footwear-sport-6690/1200/1200,reebok-footwear-sport-6690.jpg,"DE,US,AU",120,True,"budget,leather,wireless",Men,Olive,8,Synthetic,4.5,1265,92,2.31,58x36x40,09-10-2025,
2000054,REE-00054,Reebok Footwear X 4584,reebok-footwear-x-4584,Reebok,Footwear / Activewear,Footwear,42.11,30.73,USD,Reebok Footwear X 4584: High-quality Footwear / Activewear product by Reebok. Premium finish.,https://picsum.photos/seed/reebok-footwear-x-4584/1200/1200,reebok-footwear-x-4584.jpg,"UK,IN,US,AU",278,True,"gaming,sport,leather",Men,Red,M,Metal,3.2,1737,62,2.11,6x8x22,09-10-2025,
2000055,REE-00055,Reebok Footwear Eco 2064,reebok-footwear-eco-2064,Reebok,Footwear / Activewear,Footwear,321.18,215.78,USD,Reebok Footwear Eco 2064: High-quality Footwear / Activewear product by Reebok. Stylish.,https://picsum.photos/seed/reebok-footwear-eco-2064/1200/1200,reebok-footwear-eco-2064.jpg,"FR,UK",416,True,"wireless,eco,fitness",Unisex,Beige,S,Denim,4.7,1185,100,1.91,56x16x8,09-10-2025,
2000056,REE-00056,Reebok Footwear Pro 2160,reebok-footwear-pro-2160,Reebok,Footwear / Activewear,Footwear,35.5,31.12,USD,Reebok Footwear Pro 2160: High-quality Footwear / Activewear product by Reebok. Durable.,https://picsum.photos/seed/reebok-footwear-pro-2160/1200/1200,reebok-footwear-pro-2160.jpg,"US,UK,IN",26,True,"budget,gaming,leather",Women,White,M,Metal,3.9,2965,76,0.43,37x19x40,09-10-2025,
2000057,REE-00057,Reebok Footwear Pro 8544,reebok-footwear-pro-8544,Reebok,Footwear / Activewear,Footwear,141.6,116.84,USD,Reebok Footwear Pro 8544: High-quality Footwear / Activewear product by Reebok. Comfortable.,https://picsum.photos/seed/reebok-footwear-pro-8544/1200/1200,reebok-footwear-pro-8544.jpg,DE,433,True,"fitness,leather,office",Unisex,Navy,9,Leather,4.8,2638,93,0.28,22x44x38,09-10-2025,
2000058,REE-00058,Reebok Footwear Edition 5328,reebok-footwear-edition-5328,Reebok,Footwear / Activewear,Footwear,170.93,138.3,USD,Reebok Footwear Edition 5328: High-quality Footwear / Activewear product by Reebok. Lightweight.,https://picsum.photos/seed/reebok-footwear-edition-5328/1200/1200,reebok-footwear-edition-5328.jpg,"FR,CA,DE,US",406,True,"premium,daily,office",Women,Olive,XL,Plastic,3.9,1871,66,2.9,30x31x7,09-10-2025,
2000059,REE-00059,Reebok Footwear Lite 6993,reebok-footwear-lite-6993,Reebok,Footwear / Activewear,Footwear,145.63,100.37,USD,Reebok Footwear Lite 6993: High-quality Footwear / Activewear product by Reebok. Durable.,https://picsum.photos/seed/reebok-footwear-lite-6993/1200/1200,reebok-footwear-lite-6993.jpg,"US,CA,AU,FR",221,True,"premium,gaming,outdoor",Men,Blue,10,Mesh,4.2,4600,93,2.36,31x27x28,09-10-2025,
2000060,REE-00060,Reebok Footwear Pro 4713,reebok-footwear-pro-4713,Reebok,Footwear / Activewear,Footwear,252.15,182.32,USD,Reebok Footwear Pro 4713: High-quality Footwear / Activewear product by Reebok. Stylish.,https://picsum.photos/seed/reebok-footwear-pro-4713/1200/1200,reebok-footwear-pro-4713.jpg,"UK,AU",246,True,"wireless,daily,casual",Men,Olive,Free Size,Leather,4.5,4703,83,1.53,40x54x40,09-10-2025,
2000061,REE-00061,Reebok Footwear Edition 431,reebok-footwear-edition-431,Reebok,Footwear / Activewear,Footwear,255.33,211.99,USD,Reebok Footwear Edition 431: High-quality Footwear / Activewear product by Reebok. Lightweight.,https://picsum.photos/seed/reebok-footwear-edition-431/1200/1200,reebok-footwear-edition-431.jpg,UK,139,True,"travel,outdoor,eco",Men,Black,L,Polyester,4.1,3283,63,2.61,6x10x34,09-10-2025,
2000062,REE-00062,Reebok Footwear Eco 6164,reebok-footwear-eco-6164,Reebok,Footwear / Activewear,Footwear,185.34,133.32,USD,Reebok Footwear Eco 6164: High-quality Footwear / Activewear product by Reebok. Lightweight.,https://picsum.photos/seed/reebok-footwear-eco-6164/1200/1200,reebok-footwear-eco-6164.jpg,"AU,IN,FR",305,True,"running,outdoor,sport",Unisex,Blue,32,Mesh,4.3,2229,75,1.51,43x33x27,09-10-2025,
2000063,REE-00063,Reebok Footwear Sport 3532,reebok-footwear-sport-3532,Reebok,Footwear / Activewear,Footwear,309.33,197.92,USD,Reebok Footwear Sport 3532: High-quality Footwear / Activewear product by Reebok. Premium finish.,https://picsum.photos/seed/reebok-footwear-sport-3532/1200/1200,reebok-footwear-sport-3532.jpg,IN,347,True,"urban,portable,office",Men,Black,XL,Plastic,5,448,53,1.09,18x54x9,09-10-2025,
